,Timestamp,How stressed are you because of work?,What is your h-index?,SubjectiveHappinessIndex,At what age did you got tenure? (type 0 if not yet),"Following are 4 questions about subjective happiness... 1.  In general, I consider myself...","2.  Compared with most of my peers, I consider myself:","3.  Some people are generally very happy.  They enjoy life regardless of what is going on, getting the most out of everything.  To what extent does this characterization describe you?","4.  Some people are generally not very happy.  Although they are not depressed, they never seem as happy as they might be.  To what extent does this characterization describe you?","Do you use any reference management tool? ( Mendeley, Zotero, Citationsy, ... )",Would you like to help in a next survey   ?,Your role is...,"Any other comments, suggestions, or questions you'd add...",ref,an email for follow-up in a few months,"Before we start the survey, we need your consent.",Would you like to help in a next survey  (in a few months time) ?,email,Title Length ceil10,subject_1,subject_2,subject_3,subject_4
441,7/10/20 3:15,5,0,4,0,3,4,3,2,1,"Yes,  in a few months",student,NA,,,NA,NA,NA,10,NA,,,
442,7/10/20 3:20,4,8,3.5,0,4,4,3,5,1,"No, I am busy",employee,NA,,,NA,NA,NA,10,NA,,,
443,7/10/20 3:21,5,1,3.75,0,4,3,3,3,1,"No, I am busy",student,NA,,,NA,NA,,10,NA,,,
444,7/10/20 3:21,NA,0,6,0,6,5,7,2,1,"Yes,  in a few months",student,No,,,NA,NA,,10,NA,,,
445,7/10/20 3:21,1,26,6.75,48,7,6,7,1,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,110,Physics - Computational Physics,,,
446,7/10/20 3:24,4,1,2.25,0,2,2,2,5,1,"Yes,  in a few months",student,NA,,,NA,NA,,10,NA,,,
447,7/10/20 3:25,4,1,4,0,4,4,4,4,3,"No, I am busy",student,NA,,,NA,NA,,10,NA,,,
448,7/10/20 3:25,2,1,4.25,NA,5,5,3,4,5,"Yes,  in a few months","student, faculty",NA,,,NA,NA,,10,NA,,,
449,7/10/20 3:26,5,43,3,,4,4,2,6,4,"No, I am busy",employee,NA,,,NA,NA,,10,NA,,,
450,7/10/20 3:26,7,2,4,0,4,4,2,2,5,"Yes,  in a few months",student,NA,,,NA,NA,,10,NA,,,
451,7/10/20 3:26,5,NA,4,0,4,4,3,3,3,"Yes,  in a few months",student,NA,,,NA,NA,,10,NA,,,
452,7/10/20 3:29,5,26,4.5,36,5,5,2,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,70,Computer Science - Machine Learning,,,
453,7/10/20 3:34,6,2,1.5,0,2,2,1,7,5,"Yes,  in a few months",student,NA,,,NA,NA,,50,Condensed Matter - Materials Science,,,
454,7/10/20 3:35,6,2,1.5,0,2,2,1,7,5,"Yes,  in a few months",student,NA,,,NA,NA,,50,Condensed Matter - Materials Science,,,
455,7/10/20 3:36,6,10,5.25,0,5,5,5,2,1,"No, I am busy",student,NA,,,NA,NA,,10,NA,,,
456,7/10/20 3:37,4,8,4.75,0,5,5,4,3,4,"No, I am busy",employee,NA,,,NA,NA,,110,Computer Science - Neural and Evolutionary Computing,,,
457,7/10/20 3:37,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,80,Condensed Matter - Materials Science,,,
458,7/10/20 3:37,4,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,10,NA,,,
459,7/10/20 3:37,2,3,4,0,4,4,2,2,1,Maybe,student,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Audio and Speech Processing,,,
460,7/10/20 3:38,7,23,5,27,3,5,5,1,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
461,7/10/20 3:38,6,0,3.75,0,4,4,4,5,4,"Yes,  in a few months",student,None,,,NA,NA,,,NA,,,
462,7/10/20 3:39,6,7,6.5,33,7,6,6,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
463,7/10/20 3:40,2,61,5.75,33,6,7,4,2,4,maybe?,faculty,"I assumed bibdesk is a reference mgmt tool, although I think it is more limited",,,NA,NA,,,"Computer Science - Distributed, Parallel, and Cluster Computing",,,
464,7/10/20 3:40,6,25,2.75,36,4,4,1,6,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
465,7/10/20 3:44,4,NA,3.5,0,4,5,3,6,2,"Yes,  in a few months",employee,NA,,,NA,NA,,,Computer Science - Information Theory,,,
466,7/10/20 3:45,2,2,5.75,0,5,5,6,1,3,"Yes,  in a few months",student,NA,,,NA,NA,,,NA,,,
467,7/10/20 3:45,6,NA,4.25,0,5,4,4,4,2,"Yes,  in a few months",other (tell us in the comments ),NA,,,NA,NA,,,NA,,,
468,7/10/20 3:46,5,NA,4,0,4,4,4,4,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
469,7/10/20 3:46,6,1,3,0,3,3,2,4,1,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
470,7/10/20 3:49,6,7,3,0,4,4,2,6,4,"Yes,  in a few months",employee,NA,,,NA,NA,,,NA,,,
471,7/10/20 3:49,4,8,3.5,0,4,4,3,5,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
472,7/10/20 3:50,5,5,3.25,0,3,3,3,4,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
473,7/10/20 3:52,5,2,5.25,0,5,6,5,3,1,"Yes,  in a few months",student,NA,,,NA,NA,,,NA,,,
474,7/10/20 3:53,5,6,4.5,0,5,4,3,2,5,"No, I am busy",post doc,NA,,,NA,NA,,,Physics - Applied Physics,,,
475,7/10/20 3:54,6,1,3.75,0,4,2,2,1,3,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
476,7/10/20 3:55,6,6,3.5,0,4,4,1,3,4,"Yes,  in a few months",employee,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
477,7/10/20 3:56,1,NA,5.5,NA,6,4,6,2,3,"Yes,  in a few months",employee,NA,,,NA,NA,,,Computer Science - Human-Computer Interaction,,,
478,7/10/20 3:56,5,1,4.25,0,5,4,3,3,5,"Yes,  in a few months",student,NA,,,NA,NA,,,NA,,,
479,7/10/20 3:58,7,8,4.25,0,5,4,4,4,3,"No, I am busy",employee,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
480,7/10/20 3:58,6,12,4,0,2,3,5,2,4,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Cryptography and Security,,,
481,7/10/20 3:58,5,4,5.75,0,6,5,6,2,1,Only if the next survey is as short as this one : ),employee,"This is a quiet meaningful reseach I think, a lot of researchers have their own psychological problems. I also feel anxious when writing a paper, and I would eat snacks to relieve it : )",,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
482,7/10/20 3:59,5,10,4.25,38,4,5,5,5,5,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
483,7/10/20 3:59,1,NA,5.75,37,6,5,6,2,1,"No, I am busy","other (tell us in the comments ), retired",How do I find h-index?,,,NA,NA,,,Quantum Physics,,,
484,7/10/20 3:59,6,8,2.5,34,3,2,2,5,3,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
485,7/10/20 4:00,3,38,5.5,45,5,6,5,2,3,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Neural and Evolutionary Computing,,,
486,7/10/20 4:01,4,6,5,0,3,6,5,2,1,"Yes,  in a few months",student,yifan liu,,,NA,NA,,,NA,,,
487,7/10/20 4:04,7,11,4,20,4,3,5,4,3,"Yes,  in a few months",faculty,no,,,NA,NA,,,NA,,,
488,7/10/20 4:08,3,40,5.5,38,5,5,6,2,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
489,7/10/20 4:09,1,0,4.5,0,6,7,2,5,1,"Yes,  in a few months",student,NA,,,NA,NA,,,NA,,,
490,7/10/20 4:11,2,7,6.25,0,6,5,7,1,2,"No, I am busy",faculty,NA,,,NA,NA,,,Quantum Physics,,,
491,7/10/20 4:12,3,1,6.25,25,6,6,6,1,1,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Hardware Architecture,,,
492,7/10/20 4:13,5,5,4.75,0,5,4,5,3,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
493,7/10/20 4:14,5,NA,5,NA,5,6,3,2,1,"Yes,  in a few months",employee,NA,,,NA,NA,,,NA,,,
494,7/10/20 4:17,5,3,4.5,0,5,5,4,4,4,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
495,7/10/20 4:17,6,3,4.75,0,6,5,2,2,4,"No, I am busy",student,NA,,,NA,NA,,,Computer Science - Robotics,,,
496,7/10/20 4:17,5,,7,0,7,7,7,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Group Theory,,,
497,7/10/20 4:17,6,7,5.25,0,6,5,4,2,1,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
498,7/10/20 4:20,5,0,3.5,0,4,3,3,4,2,"No, I am busy","student, phd student",NA,,,NA,NA,,,Mathematical Physics,,,
499,7/10/20 4:21,3,6,4.5,0,5,5,3,3,5,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
500,7/10/20 4:22,4,4,4,0,4,4,3,3,4,Maybe,employee,NA,,,NA,NA,,,NA,,,
501,7/10/20 4:26,2,0,6.5,39,7,7,6,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Metric Geometry,,,
502,7/10/20 4:27,5,13,5,0,5,4,5,2,3,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
503,7/10/20 4:31,6,NA,3.75,0,2,5,2,2,1,"Yes,  in a few months",student,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Systems and Control,,,
504,7/10/20 4:31,4,6,5,0,4,5,5,2,4,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
505,7/10/20 4:32,5,,7,0,7,7,7,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
506,7/10/20 4:34,5,1,5,0,5,5,5,3,3,"Yes,  in a few months",student,NA,,,NA,NA,,,NA,,,
507,7/10/20 4:34,6,6,5,0,6,6,6,6,5,"No, I am busy",post doc,NA,,,NA,NA,,,Mathematics - Numerical Analysis,,,
508,7/10/20 4:35,4,6,5,0,4,5,5,2,4,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
509,7/10/20 4:37,3,3,4.25,0,5,4,4,4,5,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
510,7/10/20 4:40,4,18,5.75,0,5,6,5,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Computer Science and Game Theory,,,
511,7/10/20 4:41,5,2,5,0,6,4,4,2,4,"No, I am busy",student,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
512,7/10/20 4:42,6,7,2.75,40,3,4,2,6,4,NA,faculty,NA,,,NA,NA,,,NA,,,
513,7/10/20 4:42,1,15,4.25,24,5,4,5,5,1,"Yes,  in a few months",employee,NA,,,NA,NA,,,High Energy Physics - Phenomenology,,,
514,7/10/20 4:42,2,25,6,27,6,5,6,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
515,7/10/20 4:47,4,24,2.75,0,3,2,3,5,1,"No, I am busy",post doc,NA,,,NA,NA,,,Astrophysics - Solar and Stellar Astrophysics,,,
516,7/10/20 4:47,3,17,4.25,30,3,6,3,3,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
517,7/10/20 4:49,4,5,5.75,0,6,6,4,1,4,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
518,7/10/20 4:49,1,40,6.25,28,6,6,6,1,1,I  am  retired as of 2018,faculty,NA,,,NA,NA,,,Mathematics - Optimization and Control,,,
519,7/10/20 4:50,7,10,5.25,23,6,7,6,6,1,"Yes,  in a few months",employee,NA,,,NA,NA,,,NA,,,
520,7/10/20 4:55,4,NA,3.75,34,3,6,3,5,1,Depends on the survey.,faculty,I don't know my h-index.,,,NA,NA,,,NA,,,
521,7/10/20 4:56,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,,High Energy Physics - Theory,,,
522,7/10/20 4:57,3,NA,6.25,0,6,7,6,2,1,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
523,7/10/20 4:59,6,2,4.25,0,4,3,5,3,3,"Yes,  in a few months",student,NA,,,NA,NA,,,NA,,,
524,7/10/20 4:59,7,24,2,0,2,1,2,5,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Condensed Matter - Strongly Correlated Electrons,,,
525,7/10/20 5:02,5,5,6.25,35,7,7,5,2,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Optimization and Control,,,
526,7/10/20 5:04,3,14,4.5,,5,5,3,3,4,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
527,7/10/20 5:13,5,NA,1.25,35,1,2,1,7,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
528,7/10/20 5:13,3,6,5.5,0,5,5,5,1,5,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Astrophysics - Astrophysics of Galaxies,,,
529,7/10/20 5:14,6,1,3.75,0,4,2,2,1,3,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
530,7/10/20 5:14,5,4,5,0,5,4,5,2,2,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Mathematics - Optimization and Control,,,
531,7/10/20 5:18,2,124,5.75,38,6,6,5,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Physics - Physics Education,,,
532,7/10/20 5:20,3,2,6.25,0,5,7,7,2,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Astrophysics - Instrumentation and Methods for Astrophysics,,,
533,7/10/20 5:20,7,1,3,0,2,2,1,1,1,NA,post doc,NA,,,NA,NA,,,Quantum Physics,,,
534,7/10/20 5:26,5,42,4.5,38,5,5,4,4,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
535,7/10/20 5:28,2,8,6,0,6,6,5,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
536,7/10/20 5:29,6,4,5.25,0,5,5,5,2,5,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Social and Information Networks,,,
537,7/10/20 5:29,5,12,4.5,32,5,5,3,3,3,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
538,7/10/20 5:35,5,10,5.25,37,6,5,5,3,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
539,7/10/20 5:35,7,17,5,0,5,5,5,3,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Artificial Intelligence,,,
540,7/10/20 5:39,2,12,6.25,24,6,7,5,1,2,"Yes,  in a few months",faculty,"Actually, I do not know my h index. And I wrote two very influential monographs collecting most of the citations ...",,,NA,NA,,,NA,,,
541,7/10/20 5:41,6,6,4.5,0,6,5,4,5,5,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
542,7/10/20 5:41,3,NA,4,0,5,5,4,6,2,"Yes,  in a few months","student, employee",NA,,,NA,NA,,,Computer Science - Machine Learning,,,
543,7/10/20 5:44,3,1,2,0,2,3,1,6,1,"Yes,  in a few months",student,"In pure matgematics indexing is not a matter of fact. So, I don't know my h-index. I put 1 for completing the survey.",,,NA,NA,,,Mathematics - General Topology,,,
544,7/10/20 5:48,1,4,7,25,7,7,7,1,3,"Yes,  in a few months","faculty, employee",NA,,,NA,NA,,,NA,,,
545,7/10/20 5:48,1,10,5.75,26,7,7,6,5,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Physics - Plasma Physics,,,
546,7/10/20 5:48,5,0,5.25,0,6,5,4,2,2,"Yes,  in a few months","other (tell us in the comments ), Research assistant",NA,,,NA,NA,,,Electrical Engineering and Systems Science - Audio and Speech Processing,,,
547,7/10/20 5:50,1,55,6.25,39,6,6,6,1,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
548,7/10/20 5:50,3,1,6.5,0,7,7,6,2,1,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Information Theory,,,
549,7/10/20 5:51,1,8,6.5,30,6,6,7,1,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Databases,,,
550,7/10/20 5:51,4,59,4.5,0,5,5,4,4,1,"No, I am busy",faculty,"My position is Professor (Research), for which tenure is not an option.",,,NA,NA,,,Quantitative Biology - Quantitative Methods,,,
551,7/10/20 5:52,3,5,4.25,29,6,5,3,5,4,"Yes,  in a few months",employee,NA,,,NA,NA,,,Astrophysics - Instrumentation and Methods for Astrophysics,,,
552,7/10/20 5:55,2,NA,5.75,NA,6,6,5,2,1,"No, I am busy",employee,NA,,,NA,NA,,,NA,,,
553,7/10/20 6:01,6,4,3.75,0,5,2,1,1,5,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
554,7/10/20 6:02,4,40,3.5,0,4,3,2,3,1,"No, I am busy",employee,NA,,,NA,NA,,,Nuclear Theory,,,
555,7/10/20 6:02,4,2,4.75,0,5,4,5,3,1,"No, I am busy",student,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
556,7/10/20 6:04,6,91,5.25,34,6,4,5,2,4,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
557,7/10/20 6:05,5,9,4,35,5,5,3,5,1,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Cryptography and Security,,,
558,7/10/20 6:07,2,4,5.5,0,5,6,5,2,1,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
559,7/10/20 6:09,5,4,5,0,4,4,5,1,3,"Yes,  in a few months",student,NA,,,NA,NA,,,NA,,,
560,7/10/20 6:10,2,19,6.25,31,6,6,6,1,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Dynamical Systems,,,
561,7/10/20 6:10,1,11,3.25,35,4,5,1,5,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Numerical Analysis,,,
562,7/10/20 6:12,1,4,6.75,32,7,7,7,2,1,"Yes,  in a few months",faculty,The best way to avoid depression is to be spiritual and belief in GOD,,,NA,NA,,,Mathematics - Functional Analysis,,,
563,7/10/20 6:16,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
564,7/10/20 6:17,3,4,4.25,0,5,4,4,4,4,"No, I am busy",post doc,NA,,,NA,NA,,,NA,,,
565,7/10/20 6:17,4,4,4.25,0,5,5,5,6,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
566,7/10/20 6:18,6,11,6,0,6,6,6,2,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Image and Video Processing,,,
567,7/10/20 6:21,2,0,6.25,0,6,5,7,1,1,"Yes,  in a few months",student,I have no idea what my h-index is. It's my first publication for a low tier conference,,,NA,NA,,,NA,,,
568,7/10/20 6:24,6,1,3.25,0,2,3,1,1,5,"Yes,  in a few months",employee,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
569,7/10/20 6:31,2,7,6.5,0,6,7,6,1,1,"Yes,  in a few months","other (tell us in the comments ), Scientist",NA,,,NA,NA,,,Physics - Atomic Physics,,,
570,7/10/20 6:31,4,7,4.75,0,4,5,7,5,5,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Social and Information Networks,,,
571,7/10/20 6:32,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,,Computer Science - Computational Geometry,,,
572,7/10/20 6:32,4,4,5.5,0,5,5,5,1,1,"Yes,  in a few months",employee,NA,,,NA,NA,,,Computer Science - Cryptography and Security,,,
573,7/10/20 6:34,7,53,6.25,30,7,6,6,2,1,"Yes,  in a few months",employee + spokesperson of an experiment at CERN,NA,,,NA,NA,,,High Energy Physics - Phenomenology,,,
574,7/10/20 6:36,5,46,4,36,5,4,3,4,5,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
575,7/10/20 6:38,1,3,6.5,4,6,6,7,1,5,"No, I am busy",post doc,NA,,,NA,NA,,,Computer Science - Computational Geometry,,,
576,7/10/20 6:46,3,11,6.25,41,7,7,7,4,1,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
577,7/10/20 6:51,4,6,6.5,0,7,6,6,1,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Mathematics - Number Theory,,,
578,7/10/20 6:53,6,3,5.75,0,5,5,6,1,5,"Yes,  in a few months",I just graduated in June. Now I am a part time post doc.,NA,,,NA,NA,,,NA,,,
579,7/10/20 6:55,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
580,7/10/20 6:55,5,12,4.5,33,5,6,3,4,3,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Neural and Evolutionary Computing,,,
581,7/10/20 6:56,3,6,4.75,32,5,4,5,3,5,"No, I am busy",post doc,NA,,,NA,NA,,,Computer Science - Networking and Internet Architecture,,,
582,7/10/20 6:59,NA,NA,#VALUE!,NA,NA,NA,6,6,1,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
583,7/10/20 7:01,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,,,"Computer Science - Computational Engineering, Finance, and Science",,,
584,7/10/20 7:01,3,23,4.75,36,5,5,4,3,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
585,7/10/20 7:04,6,26,3.75,31,4,3,4,4,1,"Yes,  in a few months",faculty,(quickly computed h-index using google scholars ; probably not very accurate),,,NA,NA,,,NA,,,
586,7/10/20 7:06,1,2,6,0,6,5,6,1,5,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
587,7/10/20 7:06,3,67,5,32,6,6,4,4,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,High Energy Physics - Phenomenology,,,
588,7/10/20 7:07,2,43,6.25,35,6,6,6,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
589,7/10/20 7:07,5,11,4.75,0,5,4,5,3,3,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
590,7/10/20 7:08,5,4,4.25,0,,5,5,1,3,"Yes,  in a few months",student,NA,,,NA,NA,,,NA,,,
591,7/10/20 7:10,2,21,3.75,0,6,5,2,6,1,"No, I am busy",post doc,NA,,,NA,NA,,,NA,,,
592,7/10/20 7:16,5,15,6,23,6,5,6,1,3,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
593,7/10/20 7:18,2,2,5.25,31,6,6,6,5,5,"Yes,  in a few months","faculty, employee",NA,,,NA,NA,,,Mathematics - Analysis of PDEs,,,
594,7/10/20 7:19,2,7,6,0,6,6,5,1,1,"No, I am busy",employee,NA,,,NA,NA,,,Computer Science - Computer Vision and Pattern Recognition,,,
595,7/10/20 7:21,5,7,3.5,0,4,4,3,5,2,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
596,7/10/20 7:20,5,8,3,30,3,3,3,5,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
597,7/10/20 7:22,5,1,4.5,0,6,7,2,5,1,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Cryptography and Security,,,
598,7/10/20 7:23,4,32,4.25,37,5,4,3,3,2,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
599,7/10/20 7:23,5,9,4.25,0,5,5,5,6,1,"No, I am busy, Yes,  in a few months",post doc,NA,,,NA,NA,,,Quantitative Biology - Quantitative Methods,,,
600,7/10/20 7:24,5,6,4.25,0,5,6,4,6,1,"No, I am busy",post doc,NA,,,NA,NA,,,NA,,,
601,7/10/20 7:25,5,4,5.75,0,6,6,6,3,1,"No, I am busy",post doc,NA,,,NA,NA,,,Mathematics - Geometric Topology,,,
602,7/10/20 7:25,5,2,4.25,30,4,4,4,3,4,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Astrophysics - Astrophysics of Galaxies,,,
603,7/10/20 7:26,6,6,4.5,0,6,4,4,4,1,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
604,7/10/20 7:26,6,7,2.25,0,3,2,1,5,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,Nuclear Theory,,,
605,7/10/20 7:27,4,1,4,0,4,4,4,4,3,"No, I am busy",student,NA,,,NA,NA,,,High Energy Physics - Phenomenology,,,
606,7/10/20 7:27,3,48,5.25,30,7,6,4,4,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
607,7/10/20 7:27,6,3,3.75,0,5,3,4,5,1,"Yes,  in a few months",student,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
608,7/10/20 7:27,5,19,4.5,27,4,4,5,3,2,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Astrophysics - Solar and Stellar Astrophysics,,,
609,7/10/20 7:30,3,3,6,32,6,5,6,1,2,"Yes,  in a few months",employee,NA,,,NA,NA,,,Computer Science - Logic in Computer Science,,,
610,7/10/20 7:31,4,3,4.5,0,7,5,4,6,1,"No, I am busy",student,NA,,,NA,NA,,,NA,,,
611,7/10/20 7:31,6,4,3.5,0,4,4,3,5,4,"No, I am busy",employee,NA,,,NA,NA,,,Computer Science - Computation and Language,,,
612,7/10/20 7:32,7,1,4.25,0,5,7,3,6,1,"Yes,  in a few months","student, employee",NA,,,NA,NA,,,NA,,,
613,7/10/20 7:37,2,21,6,34,6,6,6,2,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
614,7/10/20 7:37,3,10,4,26,4,4,2,2,5,"Yes,  in a few months",employee,NA,,,NA,NA,,,NA,,,
615,7/10/20 7:37,3,6,2.25,0,3,2,2,6,1,"No, I am busy",student,NA,,,NA,NA,,,Computer Science - Machine Learning,,,
616,7/10/20 7:39,5,0,2.75,0,3,3,2,5,3,"No, I am busy",post doc,NA,,,NA,NA,,,Mathematics - Geometric Topology,,,
617,7/10/20 7:39,6,36,5,37,5,5,5,3,1,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Electrical Engineering and Systems Science - Signal Processing,,,
618,7/10/20 7:44,6,24,5.25,39,6,5,5,3,4,"No, I am busy, Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
619,7/10/20 7:44,6,24,5.25,38,6,5,5,3,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
620,7/10/20 7:45,4,4,6.25,0,6,7,5,1,1,"No, I am busy",faculty,NA,,,NA,NA,,,NA,,,
621,7/10/20 7:46,5,5,4,0,5,6,2,5,1,"Yes,  in a few months",post doc,NA,,,NA,NA,,,NA,,,
622,7/10/20 7:46,5,33,5.75,32,6,6,5,2,3,"Yes,  in a few months",faculty,NA,,,NA,NA,,,NA,,,
623,7/10/20 7:49,4,4,2.75,0,3,4,1,5,1,"Yes,  in a few months",student,NA,,,NA,NA,,,Astrophysics - Astrophysics of Galaxies,,,
624,7/10/20 7:50,5,24,5.75,31,6,6,4,1,4,"Yes,  in a few months",faculty,NA,,,NA,NA,,,Computer Science - Digital Libraries,,,
625,7/10/20 7:50,4,1,6.5,0,6,6,7,1,4,"No, I am busy",employee,NA,,,NA,NA,,,NA,,,
626,7/10/20 7:51,3,21,4,45,6,5,2,5,1,"No, I am busy",faculty,NA,,,NA,NA,,,Mathematics - Number Theory,,,
627,7/10/20 7:51,5,11,4,37,4,4,4,4,1,"No, I am busy",faculty,NA,,,NA,NA,,,Computer Science - Databases,,,
628,7/10/20 7:52,2,16,5.25,30,6,5,5,3,5,"No, I am busy",employee,I'm afraid that this survey isn't representative. Moreover it's to short and the questions aren't valide since the wording is a bit ambiguous. Is it any sort of sudent diploma?,,,NA,NA,,,Condensed Matter - Strongly Correlated Electrons,,,
